EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1056994,BLADEN (ZONE), ,09/30/2022,600,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174194,Z,96,ILM,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1800, , , , ,"Tropical storm force wind gusts of 40 to 50 mph associated with Hurricane Ian resulted in some downed trees and powerlines across the county. Rainfall amounts averaged 2.5 to 4 inches.","Hurricane Ian made landfall along the west coast of Florida on September 28, 2022, then moved across the Florida peninsula and exited off the east coast of Florida on September 29, 2022. Ian then moved north and made a second landfall near Georgetown, SC on September 30, 2022. Ian resulted in a variety of impacts across southeast North Carolina from strong winds to storm surge and an isolated tornado.",11
1056993,COLUMBUS (ZONE), ,09/30/2022,600,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174194,Z,99,ILM,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1800, , , , ,"Tropical storm force wind gusts of 40 to 50 mph associated with Hurricane Ian resulted in numerous downed trees and powerlines across the county. Two homes were damaged by downed trees There were scattered power outages across the coutny. Rainfall amounts averaged 2 to 3.5 inches.","Hurricane Ian made landfall along the west coast of Florida on September 28, 2022, then moved across the Florida peninsula and exited off the east coast of Florida on September 29, 2022. Ian then moved north and made a second landfall near Georgetown, SC on September 30, 2022. Ian resulted in a variety of impacts across southeast North Carolina from strong winds to storm surge and an isolated tornado.",12
1057203,HATTERAS ISLAND (ZONE), ,09/30/2022,603,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174073,Z,205,MHX,0,0,Coast Guard, , , , , , , , ,09/30/2022,603, , , , ,"Oregon Inlet WxFlow measured a 57 mph wind gust.","Ian initially made landfall on the west coast of Florida as a major category 4 hurricane, and then crossed into the Atlantic and moved northward, making a second landfall on the South Carolina coast near Georgetown as a category 1 hurricane. For Eastern NC, tropical storm force winds, elevated water levels, heavy rainfall of 3 to 6 inches, and a tornado were associated with Ian. Strong high pressure over New England and hurricane Ian well to the south combined to produce strong northeast winds well ahead of the actual arrival of Ian in the Carolinas with some elevated water levels. Winds up to tropical storm strength were observed as far north and east as the Outer Banks by late in the day on Wednesday, September 28th. The winds turned southerly and winds to tropical storm strength were observed across portions of Eastern NC on Friday, September 30th as Ian made landfall in South Carolina.",13
1057200,WEST CARTERET (ZONE), ,09/30/2022,618,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174073,Z,195,MHX,0,0,Mesonet, , , , , , , , ,09/30/2022,618, , , , ,"Ft Macon WxFlow measured a 50 mph wind gust.","Ian initially made landfall on the west coast of Florida as a major category 4 hurricane, and then crossed into the Atlantic and moved northward, making a second landfall on the South Carolina coast near Georgetown as a category 1 hurricane. For Eastern NC, tropical storm force winds, elevated water levels, heavy rainfall of 3 to 6 inches, and a tornado were associated with Ian. Strong high pressure over New England and hurricane Ian well to the south combined to produce strong northeast winds well ahead of the actual arrival of Ian in the Carolinas with some elevated water levels. Winds up to tropical storm strength were observed as far north and east as the Outer Banks by late in the day on Wednesday, September 28th. The winds turned southerly and winds to tropical storm strength were observed across portions of Eastern NC on Friday, September 30th as Ian made landfall in South Carolina.",14
1057204,NORTHERN OUTER BANKS (ZONE), ,09/30/2022,1000,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174073,Z,203,MHX,0,0,Other Federal Agency, , , , , , , , ,09/30/2022,1000, , , , ,"Oregon Inlet Marina NOS measured a 41 mph wind gust.","Ian initially made landfall on the west coast of Florida as a major category 4 hurricane, and then crossed into the Atlantic and moved northward, making a second landfall on the South Carolina coast near Georgetown as a category 1 hurricane. For Eastern NC, tropical storm force winds, elevated water levels, heavy rainfall of 3 to 6 inches, and a tornado were associated with Ian. Strong high pressure over New England and hurricane Ian well to the south combined to produce strong northeast winds well ahead of the actual arrival of Ian in the Carolinas with some elevated water levels. Winds up to tropical storm strength were observed as far north and east as the Outer Banks by late in the day on Wednesday, September 28th. The winds turned southerly and winds to tropical storm strength were observed across portions of Eastern NC on Friday, September 30th as Ian made landfall in South Carolina.",15
1058628,HARNETT (ZONE), ,09/30/2022,1000,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,77,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1900, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Harnett County, including some on homes. Numerous customers lost power in Harnett County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",16
1058626,HOKE (ZONE), ,09/30/2022,1000,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,86,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1900, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Hoke County, including some on homes. Numerous customers lost power in Hoke County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",17
1058622,CUMBERLAND (ZONE), ,09/30/2022,1000,Tropical Storm, , ,0,0,1000000,0,NC,EST-5, ,174597,Z,88,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1900, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Cumberland County, including some on homes. Numerous customers lost power in Cumberland County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",18
1058629,SAMPSON (ZONE), ,09/30/2022,1000,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,89,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1900, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Sampson County, including some on homes. Numerous customers lost power in Sampson County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",19
1058627,MOORE (ZONE), ,09/30/2022,1000,Tropical Storm, , ,1,0,750000,0,NC,EST-5, ,174597,Z,75,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1900, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Moore County, including some on homes. Numerous customers lost power in Moore County as a result of the tropical storm force wind gusts. A 24 year old male died when he car hydroplaned and ran off the road and struck a tree.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",20
1058624,RICHMOND (ZONE), ,09/30/2022,1000,Tropical Storm, , ,0,0,1000000,0,NC,EST-5, ,174597,Z,84,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1900, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Richmond County, including some on homes. Numerous customers lost power in Richmond County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",21
1058623,SCOTLAND (ZONE), ,09/30/2022,1000,Tropical Storm, , ,0,0,1000000,0,NC,EST-5, ,174597,Z,85,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,1900, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Scotland County, including some on homes. Numerous customers lost power in Scotland County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",22
1059182,ROWAN (ZONE), ,09/30/2022,1100,Tropical Storm, , ,0,0,10000,0,NC,EST-5, ,174731,Z,57,GSP,0,0,Fire Department/Rescue, , , , , , , , ,09/30/2022,2200, , , , ,"","Very gusty winds developed over the North Carolina Piedmont as Tropical Cyclone Ian made a second landfall as a minimal hurricane near Myrtle Beach during the afternoon of the 30th. Frequent wind gusts of 35 to 45 mph, with occasional gusts as high as 50 mph resulted in dozens of trees blown down throughout the area. Multiple trees fell on structures and vehicles, especially in the Charlotte area, where a mobile home was destroyed by a falling tree.",23
1059180,MECKLENBURG (ZONE), ,09/30/2022,1100,Tropical Storm, , ,0,0,65000,0,NC,EST-5, ,174731,Z,71,GSP,0,0,Broadcast Media, , , , , , , , ,09/30/2022,2200, , , , ,"","Very gusty winds developed over the North Carolina Piedmont as Tropical Cyclone Ian made a second landfall as a minimal hurricane near Myrtle Beach during the afternoon of the 30th. Frequent wind gusts of 35 to 45 mph, with occasional gusts as high as 50 mph resulted in dozens of trees blown down throughout the area. Multiple trees fell on structures and vehicles, especially in the Charlotte area, where a mobile home was destroyed by a falling tree.",24
1059178,LINCOLN (ZONE), ,09/30/2022,1100,Tropical Storm, , ,0,0,10000,0,NC,EST-5, ,174731,Z,69,GSP,0,0,Law Enforcement, , , , , , , , ,09/30/2022,2200, , , , ,"","Very gusty winds developed over the North Carolina Piedmont as Tropical Cyclone Ian made a second landfall as a minimal hurricane near Myrtle Beach during the afternoon of the 30th. Frequent wind gusts of 35 to 45 mph, with occasional gusts as high as 50 mph resulted in dozens of trees blown down throughout the area. Multiple trees fell on structures and vehicles, especially in the Charlotte area, where a mobile home was destroyed by a falling tree.",25
1059176,IREDELL (ZONE), ,09/30/2022,1100,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174731,Z,36,GSP,0,0,Fire Department/Rescue, , , , , , , , ,09/30/2022,2200, , , , ,"","Very gusty winds developed over the North Carolina Piedmont as Tropical Cyclone Ian made a second landfall as a minimal hurricane near Myrtle Beach during the afternoon of the 30th. Frequent wind gusts of 35 to 45 mph, with occasional gusts as high as 50 mph resulted in dozens of trees blown down throughout the area. Multiple trees fell on structures and vehicles, especially in the Charlotte area, where a mobile home was destroyed by a falling tree.",26
1059175,GASTON (ZONE), ,09/30/2022,1100,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174731,Z,70,GSP,0,0,Amateur Radio, , , , , , , , ,09/30/2022,2200, , , , ,"","Very gusty winds developed over the North Carolina Piedmont as Tropical Cyclone Ian made a second landfall as a minimal hurricane near Myrtle Beach during the afternoon of the 30th. Frequent wind gusts of 35 to 45 mph, with occasional gusts as high as 50 mph resulted in dozens of trees blown down throughout the area. Multiple trees fell on structures and vehicles, especially in the Charlotte area, where a mobile home was destroyed by a falling tree.",27
1059174,CATAWBA (ZONE), ,09/30/2022,1100,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174731,Z,56,GSP,0,0,Broadcast Media, , , , , , , , ,09/30/2022,2200, , , , ,"","Very gusty winds developed over the North Carolina Piedmont as Tropical Cyclone Ian made a second landfall as a minimal hurricane near Myrtle Beach during the afternoon of the 30th. Frequent wind gusts of 35 to 45 mph, with occasional gusts as high as 50 mph resulted in dozens of trees blown down throughout the area. Multiple trees fell on structures and vehicles, especially in the Charlotte area, where a mobile home was destroyed by a falling tree.",28
1059173,CABARRUS (ZONE), ,09/30/2022,1100,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174731,Z,72,GSP,0,0,Fire Department/Rescue, , , , , , , , ,09/30/2022,2200, , , , ,"","Very gusty winds developed over the North Carolina Piedmont as Tropical Cyclone Ian made a second landfall as a minimal hurricane near Myrtle Beach during the afternoon of the 30th. Frequent wind gusts of 35 to 45 mph, with occasional gusts as high as 50 mph resulted in dozens of trees blown down throughout the area. Multiple trees fell on structures and vehicles, especially in the Charlotte area, where a mobile home was destroyed by a falling tree.",29
1059183,UNION (ZONE), ,09/30/2022,1100,Tropical Storm, , ,0,0,0,0,NC,EST-5, ,174731,Z,82,GSP,0,0,911 Call Center, , , , , , , , ,09/30/2022,2200, , , , ,"","Very gusty winds developed over the North Carolina Piedmont as Tropical Cyclone Ian made a second landfall as a minimal hurricane near Myrtle Beach during the afternoon of the 30th. Frequent wind gusts of 35 to 45 mph, with occasional gusts as high as 50 mph resulted in dozens of trees blown down throughout the area. Multiple trees fell on structures and vehicles, especially in the Charlotte area, where a mobile home was destroyed by a falling tree.",30
1058630,WAYNE (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,78,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Wayne County, including some on homes. Numerous customers lost power in Wayne County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",31
1058643,DURHAM (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,1000000,0,NC,EST-5, ,174597,Z,25,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Durham County, including some on homes. Numerous customers lost power in Durham County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",32
1058631,WAKE (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,1000000,0,NC,EST-5, ,174597,Z,41,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Wake County, including some on homes. Numerous customers lost power in Wake County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",33
1058642,STANLY (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,73,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Stanly County, including some on homes. Numerous customers lost power in Stanly County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",34
1058641,ANSON (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,83,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Anson County, including some on homes. Numerous customers lost power in Anson County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",35
1058640,MONTGOMERY (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,74,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Montgomery County, including some on homes. Numerous customers lost power in Montgomery County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",36
1058639,WILSON (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,43,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Wilson County, including some on homes. Numerous customers lost power in Wilson County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",37
1058638,EDGECOMBE (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,28,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Edgecombe County, including some on homes. Numerous customers lost power in Edgecombe County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",38
1058637,NASH (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,27,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Nash County, including some on homes. Numerous customers lost power in Nash County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",39
1058636,FRANKLIN (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,26,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Franklin County, including some on homes. Numerous customers lost power in Franklin County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",40
1058635,CHATHAM (ZONE), ,09/30/2022,1200,Tropical Storm, , ,0,0,750000,0,NC,EST-5, ,174597,Z,40,RAH,0,0,Emergency Manager, , , , , , , , ,09/30/2022,2000, , , , ,"Frequent wind gusts of 40 to 60 mph resulted in scattered to numerous trees and power lines down across Chatham County, including some on homes. Numerous customers lost power in Chatham County as a result of the tropical storm force wind gusts.","Hurricane Ian made landfall along the South Carolina coast near Georgetown during the early afternoon hours of September 30, 2022. Widespread wind gusts over tropical storm force and heavy rainfall occurred across much of central North Carolina through the afternoon and evening hours. There were numerous reports of wind damage and power outages as a result of the storm.",41
