x_name,y_name,values
avg_soil_temperature_28_to_100cm,avg_soil_temperature_100_to_255cm,0.9031322904185091
min_soil_temperature_28_to_100cm,min_temperature_2m,0.8789805261403204
min_soil_temperature_28_to_100cm,min_dewpoint_2m,0.8367590526309493
min_soil_temperature_28_to_100cm,min_apparent_temperature,0.864612628977593
min_soil_temperature_28_to_100cm,min_soil_temperature_0_to_7cm,0.9387274093205351
min_soil_temperature_28_to_100cm,min_soil_temperature_7_to_28cm,0.9717873355472636
min_soil_temperature_28_to_100cm,min_soil_temperature_100_to_255cm,0.9324422637171281
max_soil_temperature_28_to_100cm,max_soil_temperature_7_to_28cm,0.8491037139004782
med_soil_temperature_28_to_100cm,med_temperature_2m,0.846518996631871
med_soil_temperature_28_to_100cm,med_dewpoint_2m,0.8571664336571813
med_soil_temperature_28_to_100cm,med_soil_temperature_0_to_7cm,0.8990171978256865
med_soil_temperature_28_to_100cm,med_soil_temperature_7_to_28cm,0.9554534239196281
med_soil_temperature_28_to_100cm,avg_soil_temperature_100_to_255cm,0.813896019379365
med_soil_temperature_28_to_100cm,med_soil_temperature_100_to_255cm,0.8878020556447027
avg_soil_temperature_100_to_255cm,avg_soil_temperature_0_to_7cm,0.8319791903819824
avg_soil_temperature_100_to_255cm,avg_soil_temperature_7_to_28cm,0.8379497063596094
avg_soil_temperature_100_to_255cm,avg_soil_temperature_28_to_100cm,0.9031322904185091
avg_soil_temperature_100_to_255cm,med_soil_temperature_28_to_100cm,0.813896019379365
avg_soil_temperature_100_to_255cm,med_soil_temperature_100_to_255cm,0.8168763141968406
min_soil_temperature_100_to_255cm,min_soil_temperature_0_to_7cm,0.8326335886129463
min_soil_temperature_100_to_255cm,min_soil_temperature_7_to_28cm,0.8622908310971729
min_soil_temperature_100_to_255cm,min_soil_temperature_28_to_100cm,0.9324422637171281
med_soil_temperature_100_to_255cm,med_soil_temperature_0_to_7cm,0.8003976134936154
med_soil_temperature_100_to_255cm,med_soil_temperature_7_to_28cm,0.8350383735389895
med_soil_temperature_100_to_255cm,med_soil_temperature_28_to_100cm,0.8878020556447027
med_soil_temperature_100_to_255cm,avg_soil_temperature_100_to_255cm,0.8168763141968406
avg_soil_moisture_0_to_7cm,med_soil_moisture_0_to_7cm,0.8285300980728222
avg_soil_moisture_0_to_7cm,avg_soil_moisture_7_to_28cm,0.9872012761561701
avg_soil_moisture_0_to_7cm,med_soil_moisture_7_to_28cm,0.8128972296304295
avg_soil_moisture_0_to_7cm,avg_soil_moisture_28_to_100cm,0.962166931984283
avg_soil_moisture_0_to_7cm,med_soil_moisture_28_to_100cm,0.8037531387471403
avg_soil_moisture_0_to_7cm,avg_soil_moisture_100_to_255cm,0.9671817419055162
avg_soil_moisture_0_to_7cm,med_soil_moisture_100_to_255cm,0.8206768354856342
max_soil_moisture_0_to_7cm,max_soil_moisture_7_to_28cm,0.9609465236612904
med_soil_moisture_0_to_7cm,avg_soil_moisture_0_to_7cm,0.8285300980728222
med_soil_moisture_0_to_7cm,avg_soil_moisture_7_to_28cm,0.8053643703851087
med_soil_moisture_0_to_7cm,med_soil_moisture_7_to_28cm,0.9916943221479249
med_soil_moisture_0_to_7cm,med_soil_moisture_28_to_100cm,0.9754494271682937
med_soil_moisture_0_to_7cm,avg_soil_moisture_100_to_255cm,0.8101018047682514
med_soil_moisture_0_to_7cm,med_soil_moisture_100_to_255cm,0.9714623026912212
avg_soil_moisture_7_to_28cm,avg_soil_moisture_0_to_7cm,0.9872012761561701
avg_soil_moisture_7_to_28cm,med_soil_moisture_0_to_7cm,0.8053643703851087
avg_soil_moisture_7_to_28cm,med_soil_moisture_7_to_28cm,0.8030776118056259
avg_soil_moisture_7_to_28cm,avg_soil_moisture_28_to_100cm,0.980520221259209
avg_soil_moisture_7_to_28cm,avg_soil_moisture_100_to_255cm,0.9590184083520559
max_soil_moisture_7_to_28cm,max_soil_moisture_0_to_7cm,0.9609465236612904
med_soil_moisture_7_to_28cm,avg_soil_moisture_0_to_7cm,0.8128972296304295
med_soil_moisture_7_to_28cm,med_soil_moisture_0_to_7cm,0.9916943221479249
med_soil_moisture_7_to_28cm,avg_soil_moisture_7_to_28cm,0.8030776118056259
med_soil_moisture_7_to_28cm,med_soil_moisture_28_to_100cm,0.978780660012235
med_soil_moisture_7_to_28cm,med_soil_moisture_100_to_255cm,0.9645925695540826
avg_soil_moisture_28_to_100cm,avg_soil_moisture_0_to_7cm,0.962166931984283
avg_soil_moisture_28_to_100cm,avg_soil_moisture_7_to_28cm,0.980520221259209
avg_soil_moisture_28_to_100cm,avg_soil_moisture_100_to_255cm,0.9642788675674645
med_soil_moisture_28_to_100cm,avg_soil_moisture_0_to_7cm,0.8037531387471403
med_soil_moisture_28_to_100cm,med_soil_moisture_0_to_7cm,0.9754494271682937
med_soil_moisture_28_to_100cm,med_soil_moisture_7_to_28cm,0.978780660012235
med_soil_moisture_28_to_100cm,avg_soil_moisture_100_to_255cm,0.8081189200721622
med_soil_moisture_28_to_100cm,med_soil_moisture_100_to_255cm,0.9794360307311548
avg_soil_moisture_100_to_255cm,avg_soil_moisture_0_to_7cm,0.9671817419055162
avg_soil_moisture_100_to_255cm,med_soil_moisture_0_to_7cm,0.8101018047682514
avg_soil_moisture_100_to_255cm,avg_soil_moisture_7_to_28cm,0.9590184083520559
avg_soil_moisture_100_to_255cm,avg_soil_moisture_28_to_100cm,0.9642788675674645
avg_soil_moisture_100_to_255cm,med_soil_moisture_28_to_100cm,0.8081189200721622
avg_soil_moisture_100_to_255cm,med_soil_moisture_100_to_255cm,0.8346537136933968
med_soil_moisture_100_to_255cm,avg_soil_moisture_0_to_7cm,0.8206768354856342
med_soil_moisture_100_to_255cm,med_soil_moisture_0_to_7cm,0.9714623026912212
med_soil_moisture_100_to_255cm,med_soil_moisture_7_to_28cm,0.9645925695540826
med_soil_moisture_100_to_255cm,med_soil_moisture_28_to_100cm,0.9794360307311548
med_soil_moisture_100_to_255cm,avg_soil_moisture_100_to_255cm,0.8346537136933968
